Question,Label
"Can you explain best practices for password, restart an iperf test, and report the bandwidth for edge1.","Research, Script Runner, Monitoring"
"What does performance tuning for configuration, launch a containerlab destroy between router1 and tor2, and record the temperature values.","Research, Script Runner, Monitoring"
"Where can I find documentation for best practices for kind, reload a Docker build, and report the packet loss for router1.","Research, Script Runner, Monitoring"
"Describe how to documentation on kind, destroy an iperf test across the lab, and provide throughput readings.","Research, Script Runner, Monitoring"
"What does best practices for configuration, execute an update script, and report the GPU utilization for edge1.","Research, Script Runner, Monitoring"
"Where can I find documentation for documentation on hostname, execute an iperf test across the lab, and provide GPU utilization readings.","Research, Script Runner, Monitoring"
"How do I configure how to troubleshoot profile, execute a script to configure BGP in ring-topology, and observe packet loss metrics on router1.","Research, Script Runner, Monitoring"
"What does containerlab's containerlab OS configuration, run a test script on host2, and monitor temperature.","Research, Script Runner, Monitoring"
"Explain the purpose of documentation on configuration, deploy a containerlab deploy across the lab, and provide connection status readings.","Research, Script Runner, Monitoring"
"Provide details on performance tuning for username, destroy a traceroute between client1 and tor2, and record the connection status values.","Research, Script Runner, Monitoring"
"Can you explain containerlab's profile configuration, deploy a test script on router1, and monitor interface error rates.","Research, Script Runner, Monitoring"
"How do I configure how to troubleshoot topology file, launch a containerlab deploy in network-demo, and observe disk utilization metrics on host2.","Research, Script Runner, Monitoring"
"Provide details on best practices for cmd, start a Docker build, and report the temperature for leaf1.","Research, Script Runner, Monitoring"
"Describe how to how to troubleshoot profile, destroy a containerlab destroy in evpn-lab, and observe packet loss metrics on firewall1.","Research, Script Runner, Monitoring"
"Explain the purpose of containerlab's management interface configuration, start a test script on core1, and monitor jitter.","Research, Script Runner, Monitoring"
"What is the difference between containerlab's cmd configuration, launch a test script on server1, and monitor GPU utilization.","Research, Script Runner, Monitoring"
"How do I configure performance tuning for topology file, stop an update script between switch1 and router1, and record the jitter values.","Research, Script Runner, Monitoring"
"How do I configure how to troubleshoot topology file, restart a traceroute in datacenter-lab, and observe interface error rates metrics on server2.","Research, Script Runner, Monitoring"
"Describe how to best practices for kind, reload a script to add a link, and report the interface error rates for tor2.","Research, Script Runner, Monitoring"
"Explain the purpose of performance tuning for configuration, deploy an iperf test between vm1 and switch2, and record the jitter values.","Research, Script Runner, Monitoring"
"Where can I find documentation for potential bottlenecks related to username, destroy a Docker build between client1 and host2, and monitor the bandwidth.","Research, Script Runner, Monitoring"
